Data Inicio,Mês,Ano,Atividade,Tipo de atividade,Detalhamento,Categoria,N° de participantes participantes,Modalidade,ESTADO,Participantes_limpo,Data_inicio
15/04/2025,abril ,2025,Ação externa,Palestras,"Comunicação e Presença: Como se posicionar com clareza e confiança - Levamos para as turmas de Engenharia e Ciências Contábeis um pouco da psicologia relacionada ao posicionamento com autenticidade. Falamos sobre auto sabotagem, ansiedade, vícios de linguagem e postura corporal. Promovemos a reflexão de que presença se constrói muito antes de qualquer palavra a ser dita. A palestra foi composta por aspectos teóricos, dinâmicas que promoveram a participação dos alunos e aplicação prática no dia a dia.",Nucleo,65,Presencial,Minas Gerais,65.0,2025-04-15
16/04/2025,abril ,2025,Ação externa,Palestras,"ESG - Práticas sustentáveis e responsáveis - A palestra teve como propósito aprofundar o entendimento sobre como empresas, governos e sociedade podem adotar medidas que equilibrem desenvolvimento econômico, preservação ambiental e justiça social. Mais do que uma tendência, o ESG representa uma mudança fundamental na forma de conduzir negócios, exigindo transparência, ética e compromisso com o futuro do planeta e das próximas gerações.",Nucleo,25,Online,Minas Gerais,25.0,2025-04-16
15/04/2025,abril ,2025,Ação externa,Palestras,"Conheça o Crea Jr-MG - No dia 15/04/2025, o Crea Jr-MG Núcleo Ibirité realizou uma apresentação na aula de Introdução à Engenharia Ambiental para divulgar o programa e seus benefícios. Os membros explicaram o funcionamento do Confea, Crea e Mútua, destacando o papel de cada instituição na regulamentação e apoio à profissão, além dos benefícios do Mútua Jr. A interação com os alunos foi bastante positiva, com perguntas e elogios, reforçando a importância da aproximação entre estudantes e conselho para o desenvolvimento profissional. Ao final, foram distribuídos brindes e oferecido acesso ao curso de liderança do Sebrae, gerando grande interesse pelo processo seletivo, que será aberto em breve. A ação fortaleceu a conexão e o engajamento dos estudantes com o Crea Jr-MG.",Nucleo,27,Presencial,Minas Gerais,27.0,2025-04-15
07/04/2025,abril ,2025,Ação externa,Palestras,"Palestra institucional sobre o Crea Jr-MG e o Sistema Confea/Crea e Mútua - No dia 07/04, às 8h, foi realizada uma apresentação para a turma de calouros do curso de Engenharia Florestal, com cerca de 18 alunos e a professora responsável. Duas integrantes do núcleo apresentaram informações sobre o Crea Jr e a Mútua, destacando missão, benefícios e a importância do engajamento estudantil nessas instituições. A atividade, que durou cerca de 1h30, também contou com o sorteio de broches, atingindo seu objetivo de informar e integrar os novos estudantes.",Nucleo,20,Presencial,Minas Gerais,20.0,2025-04-07
17/04/2025,abril ,2025,Ação interna,Desenvolvimento interno,"2º Fórum Financeiro do Crea Jr-MG - No dia 17 de abril de 2025, realizamos com sucesso o 2º Fórum Financeiro do Crea Jr-MG, promovido pela Diretoria e Comissão Estadual Financeira, de forma online via Google Meet, com cerca de 20 participantes de diversos núcleos regionais. Com o tema “Educação Financeira na Prática: o que o Financeiro do Crea Jr-MG nos ensina para a vida real”, recebemos Camille Castro, que compartilhou sua trajetória e aprendizados sobre a importância da gestão financeira na organização e na vida pessoal. O bate-papo foi interativo, promovendo troca de conhecimentos, fortalecimento do engajamento e incentivo à cultura de responsabilidade e planejamento financeiro.",Estadual,20,Online,Minas Gerais,20.0,2025-04-17
17/04/2025,abril ,2025,Ação externa,Treinamento,"O Poder da Oratória - O treinamento “Poder da Oratória” foi uma experiência prática e dinâmica, voltada para quem deseja transformar a fala em uma ferramenta de impacto e persuasão. Durante a atividade, os participantes desenvolveram autoconfiança, aprenderam técnicas para controlar o nervosismo e o “branco”, além de exercícios de respiração, postura e mindset positivo. O foco esteve na construção de mensagens claras, com roteiros que contemplam introdução cativante, desenvolvimento objetivo e encerramento memorável, além do aprimoramento da voz, linguagem corporal, entonação, ritmo, volume e expressões que reforçam a credibilidade. Por meio de dinâmicas de apresentação, os participantes praticaram os ensinamentos e mostraram grande evolução em dicção, confiança, linguagem e domínio do tema, refletindo o impacto do treinamento.",Nucleo,15,Online,Minas Gerais,15.0,2025-04-17
21/04/2025,abril ,2025,Ação externa,Processo seletivo,"Processo Seletivo: Seja membro do Crea Jr-MG Núcleo Itajubá - A atividade começou com divulgação estratégica nas redes sociais (Instagram e WhatsApp) e e-mails institucionais, alcançando 27 candidatos. Após a triagem dos currículos conforme os critérios estabelecidos, foi criado um grupo no WhatsApp para facilitar a comunicação e integração dos participantes. As entrevistas foram realizadas remotamente via Google Meet, permitindo uma análise detalhada dos perfis. Ao final, 15 candidatos foram aprovados,",Nucleo,27,Presencial,Minas Gerais,27.0,2025-04-21
09/04/2025,abril ,2025,Ação externa,Palestras,"Palestra institucional sobre o Crea Jr-MG e o Sistema Confea/Crea e Mútua - No dia 09/04, o Núcleo Diamantina realizou uma apresentação sobre o Sistema, destacando sua importância e o funcionamento do projeto, com foco no networking. Foram abordadas as coordenações, além dos projetos e eventos desenvolvidos pelo núcleo. O objetivo foi apresentar o projeto e incentivar maior adesão dos estudantes de Agronomia.",Nucleo,25,Presencial,Minas Gerais,25.0,2025-04-09
17/04/2025,abril ,2025,Ação externa,Treinamento,"Como Montar o seu Currículo - No dia 17/04, o Núcleo Diamantina realizou um treinamento sobre ""Montando Currículo"", ministrada por Thiago, ex-membro do Núcleo. O objetivo principal foi aprimorar o entendimento dos participantes para a elaboração eficiente de currículos, visando melhorar a apresentação profissional de todos.",Nucleo,15,Online,Minas Gerais,15.0,2025-04-17
16/04/2025,abril ,2025,Ação externa,Ação social,"Páscoa do Coração - Com muito carinho e espírito de renovação, realizamos uma ação social especial de Páscoa no Centro de Acolhimento Família Adonai, que acolhe crianças órfãs com amor e dedicação. A iniciativa teve como objetivo proporcionar momentos de alegria, acolhimento e reflexão, celebrando os valores da Páscoa, como solidariedade, esperança e união. Durante a programação, as crianças participaram de brincadeiras e rodas de conversa que abordaram o verdadeiro significado da data, destacando o amor ao próximo, a partilha e a construção de um futuro cheio de possibilidades. O momento mais esperado foi a animada caça aos ovos, que trouxe diversão e encantamento a todos. A ação reforçou nosso compromisso coletivo com o bem-estar das crianças, deixando uma marca de afeto e alegria em cada coração presente. (Observação: não foi possível registrar muitas fotos devido às normas da instituição.)",Nucleo,9,Presencial,Minas Gerais,9.0,2025-04-16
16/04/2025,abril ,2025,Ação externa,Palestras,"Os desafios da inserção dos novos engenheiros no mercado de trabalho - A palestra teve como objetivo discutir os principais desafios que os novos engenheiros enfrentam ao ingressar no mercado de trabalho, mostrando caminhos para se destacar em um ambiente profissional competitivo. Durante a apresentação, foram abordadas as dificuldades da transição entre a graduação e a prática profissional, destacando a importância tanto das habilidades técnicas quanto das comportamentais para o sucesso na carreira. Também foram apresentadas estratégias para o desenvolvimento contínuo, como a busca por especializações e a construção de uma rede de contatos (networking). O palestrante compartilhou sua experiência pessoal, trazendo exemplos práticos de como superar os desafios comuns nessa trajetória. Ao final, os participantes tiveram uma visão realista do mercado de trabalho e receberam dicas valiosas para facilitar sua inserção e adaptação na área de engenharia.",Nucleo,35,Online,Minas Gerais,35.0,2025-04-16
23/04/2025,abril ,2025,Ação externa,Ação social,"Páscoa Solidária com as crianças do Lar da Criança de Patrocínio - No espírito de solidariedade e renovação que a Páscoa representa, realizamos a ação Páscoa Solidária no Lar da Criança de Patrocínio, com o objetivo de proporcionar momentos de alegria e afeto às crianças atendidas pela instituição. Durante a atividade, ovos de Páscoa foram entregues com muito carinho, em meio a sorrisos, brincadeiras e um ambiente acolhedor. A ação reforçou valores como amor ao próximo, empatia e a importância das pequenas atitudes que fazem grande diferença na vida de quem mais precisa, reafirmando nosso compromisso com a responsabilidade social e o cuidado com as futuras gerações.",Nucleo,97,Presencial,Minas Gerais,97.0,2025-04-23
26/04/2025,abril ,2025,Ação externa,Treinamento,"Trilha Acadêmica: Qual caminho devo seguir? - A atividade consistiu em um treinamento realizada durante a reunião geral do Núcleo, com a participação de 20 membros, conduzida por Alan Nascimento, ex-coordenador do Crea Jr-MG São João del Rei e atual membro da Comitiva Estadual do Crea Jr-MG. Durante a capacitação, Alan compartilhou sua trajetória acadêmica e ressaltou a importância de não seguir um único caminho na faculdade, incentivando os participantes a explorarem diferentes oportunidades e respeitarem seu próprio ritmo de desenvolvimento. O principal objetivo foi promover uma reflexão sobre a jornada acadêmica, desmistificando a ideia de um caminho único e correto, inspirando os membros a valorizarem suas experiências individuais e buscarem novas possibilidades de aprendizado. A atividade contou com alto engajamento, gerou discussões enriquecedoras e deixou os participantes mais motivados, com novas perspectivas sobre suas trajetórias acadêmicas e profissionais. O feedback foi muito positivo, destacando a contribuição significativa da capacitação para o desenvolvimento pessoal e para a definição dos rumos na faculdade.",Nucleo,20,Presencial,Minas Gerais,20.0,2025-04-26
23/04/2025,abril ,2025,Ação externa,Minicurso,"LinkedIn: Arquitetando carreiras - No dia 23 de abril de 2025, o Núcleo Januária realizou um minicurso sobre LinkedIn, focada em um treinamento especializado para estudantes de diversas áreas interessados em aprimorar o uso estratégico da maior rede profissional do mundo. Durante a atividade, os participantes aprenderam a explorar todo o potencial da plataforma para fortalecer sua presença online, expandir a rede de contatos, impulsionar o desenvolvimento de carreira e gerar novas oportunidades de negócios.",Nucleo,11,Online,Minas Gerais,11.0,2025-04-23
24/04/2025,abril ,2025,Ação externa,Palestras,"Cidades Inteligentes e Sustentáveis: a revolução em se pensar cidades - O Crea-Minas Júnior Núcleo Januária promoveu uma palestra online intitulada “Cidades Inteligentes: A revolução na maneira de se pensar cidades”, conduzida por Igor Braga Martins. O evento explorou como tecnologias e soluções inovadoras podem tornar as cidades mais eficientes, sustentáveis e humanas, incentivando o protagonismo estudantil, a inovação e a conexão entre sociedade, mercado e profissionais. Entre os objetivos da palestra estiveram a apresentação do conceito de cidades inteligentes, a exposição de seus benefícios, a inspiração para soluções inovadoras e a integração entre tecnologia e urbanismo",Nucleo,25,Online,Minas Gerais,25.0,2025-04-24
26/04/2025,abril ,2025,Ação externa,Minicurso,"Na Vitrine Certa: Como o LinkedIn Pode Trabalhar por Você - O minicurso, previamente agendado, ocorreu em um sábado às 14h, sem custos para os inscritos. A ministrante apresentou as principais ferramentas da plataforma LinkedIn, ofereceu dicas para aumentar a visibilidade no mercado de trabalho e realizou edições de perfis ao vivo em tempo real. O evento foi aberto ao público, sem um público-alvo específico definido.",Nucleo,38,Online,Minas Gerais,38.0,2025-04-26
